employee_id,avg_hours_recent,avg_hours_baseline,hours_deviation,pct_late_recent,pct_absent_recent,avg_arrival_hour_recent,arrival_time_std_dev_recent,trend_slope,label
0,7.502468013673416,7.572372488936037,-0.06990447526262145,0.13333333333333333,0.0,9.350994629861537,2.1878955868606704,0.061201180425836395,0
1,7.851778202419499,7.578855184742318,0.2729230176771811,0.26666666666666666,0.0,10.062993693937926,3.4050579831881596,-0.15109858876290966,1
2,8.11694992066367,7.440819895894217,0.6761300247694528,0.0,0.0,8.524180271448074,0.44604784336894115,-0.021865428692725262,0
3,7.402476105642924,7.239511169516725,0.16296493612619845,0.06666666666666667,0.06666666666666667,8.855835668486966,1.851042691573588,0.08818123200378476,0
4,8.117524645784444,7.368706591921045,0.7488180538633991,0.06666666666666667,0.0,8.975132020905088,1.7371801860867542,0.09963006917267067,0
5,7.914973277479609,7.449298725206934,0.4656745522726746,0.06666666666666667,0.06666666666666667,9.068614785958776,1.5235627885056857,-0.018120013512702985,0
6,7.186731688810918,7.619858958454295,-0.43312726964337767,0.13333333333333333,0.06666666666666667,9.42941717021443,2.2707618968712855,-0.0675881434555516,0
7,8.177819178989438,7.6155686562588745,0.5622505227305634,0.06666666666666667,0.06666666666666667,8.724623316595748,1.6422490922715778,-0.16414355214827514,0
8,8.860327812864629,7.862399076410044,0.9979287364545844,0.06666666666666667,0.0,8.557022975375183,1.8346343808859777,-0.02905271290449639,1
9,7.407220393367681,7.736251780039309,-0.3290313866716277,0.13333333333333333,0.0,9.446983596910922,2.2726666269374474,0.13387952279763793,0
10,6.76907536378079,7.469500383695578,-0.7004250199147872,0.13333333333333333,0.2,9.65928880656516,2.1405180489743465,0.03593338504703532,0
11,10.607352670683253,7.297126753936961,3.310225916746292,0.0,0.0,7.6374409654532505,0.5623819836875885,-0.007706289160039967,1
12,7.531490767732677,7.400353977603854,0.1311367901288234,0.26666666666666666,0.0,10.232607287039238,2.9660418116256273,0.1467563155974238,0
13,7.5162797374474914,7.502337132185565,0.013942605261926033,0.2,0.0,9.937134565140438,2.775389955579335,-0.05954827375890804,0
